,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Number of Dependents,Zip Code,Latitude,Longitude,Population,Churn,CLTV,Total Customer Svc Requests,Product/Service Issues Reported,Referred a Friend_No,Referred a Friend_Yes,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Streaming Music_No,Streaming Music_Yes,Unlimited Data_No,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Under 30_No,Under 30_Yes,Senior Citizen_No,Senior Citizen_Yes,Married_No,Married_Yes,Dependents_No,Dependents_Yes
1992,0,1,32.13,16,82.732,79.55,0.0,0.0,32.13,0,58,0,94602,37.803883,-122.208417,28900,1,5082,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
1993,0,32,40.26,15,87.412,2781.85,0.0,0.0,1288.32,0,44,0,94611,37.828416,-122.216005,36517,1,3553,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
1994,0,1,16.06,3,92.664,89.1,0.0,0.0,16.06,1,44,0,94619,37.787186,-122.14633,24518,1,2905,6,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
1995,1,17,25.79,13,98.176,1607.2,0.0,209.0,438.43,0,57,0,94703,37.863843,-122.275684,19763,1,4103,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
1996,0,19,20.26,28,81.38,1490.95,0.0,0.0,384.94,1,59,0,94704,37.871416,-122.246597,21205,1,3666,3,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
1997,0,1,34.79,0,19.1,19.1,0.0,0.0,34.79,0,35,0,94924,37.943087,-122.72379,1573,1,5890,4,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1998,0,1,35.25,33,77.896,74.9,0.0,0.0,35.25,0,26,0,94931,38.326215,-122.718742,7936,1,5919,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
1999,0,3,0.0,20,25.74,66.95,0.0,13.0,0.0,1,36,0,94960,37.99272,-122.575026,16849,1,3503,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
2000,1,2,28.86,29,82.888,165.0,0.0,48.0,57.72,0,25,0,95010,36.977025,-121.952864,9673,1,3039,2,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0
2001,1,55,8.8,53,59.852,3046.4,0.0,1615.0,484.0,1,28,0,95014,37.306612,-122.080621,54431,1,5463,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0
2002,3,21,42.22,32,89.96,1808.7,0.0,579.0,886.62,0,50,0,95032,37.233034,-121.947427,24443,1,2036,4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2003,1,69,37.2,30,108.108,7446.9,0.0,2234.0,2566.8,0,42,0,95035,37.441931,-121.878502,62848,1,4283,4,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2004,0,39,0.0,53,50.908,1880.85,0.0,0.0,0.0,1,27,0,95050,37.351214,-121.952417,36349,1,3080,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
2005,1,6,26.91,7,86.892,477.55,0.0,33.0,161.46,1,47,0,95060,36.993451,-122.098858,43192,1,4242,3,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
2006,0,1,42.87,9,73.268,70.45,0.0,0.0,42.87,1,42,0,95116,37.350284,-121.852855,51706,1,3525,3,4,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
2007,1,58,17.22,23,62.712,3563.8,0.0,820.0,998.76,1,31,0,95117,37.311088,-121.961786,29914,1,4026,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0
2008,0,1,0.0,63,25.74,24.75,0.0,0.0,0.0,1,56,3,95123,37.238758,-121.828375,59632,1,3001,4,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
2009,1,19,28.04,24,107.432,2012.7,0.0,483.0,532.76,1,34,0,95127,37.375156,-121.795867,60620,1,2349,2,2,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
2010,0,3,31.88,8,81.64,242.05,0.0,0.0,95.64,1,39,0,95202,37.959706,-121.287669,7071,1,3567,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2011,0,3,25.75,0,19.85,63.75,0.0,0.0,77.25,0,24,0,95204,37.974498,-121.319568,30476,1,3398,6,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
2012,0,15,14.79,65,60.944,939.7,0.0,611.0,221.85,1,29,0,95212,38.049457,-121.21653,6951,1,2003,3,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
2013,1,10,1.09,20,102.44,1037.75,0.0,208.0,10.9,1,35,0,95220,38.200231,-121.235034,6317,1,4501,4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2014,0,1,23.7,19,52.468,50.45,0.0,0.0,23.7,0,39,0,95223,38.32153,-120.236358,5159,1,2806,4,3,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
2015,1,38,49.7,33,98.436,3624.3,0.0,1196.0,1888.6,1,25,0,95226,38.233879,-120.861666,75,1,3498,4,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
2016,0,1,20.23,19,104.26,100.25,0.0,0.0,20.23,0,45,0,95227,38.227285,-121.02789,722,1,5797,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
2017,0,16,17.8,6,91.988,1422.1,0.0,85.0,284.8,0,44,0,95231,37.873283,-121.292034,5094,1,5186,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2018,0,1,12.13,21,72.644,69.85,0.0,0.0,12.13,1,51,0,95232,38.358464,-120.579304,21,1,4548,4,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2019,0,12,18.38,3,84.968,858.6,0.0,0.0,220.56,1,44,0,95233,38.184914,-120.364085,335,1,2850,4,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
2020,0,4,43.06,51,83.096,324.3,0.0,0.0,172.24,1,27,0,95237,38.166791,-121.14207,3205,1,4669,3,2,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
2021,0,15,45.84,0,25.4,399.6,0.0,0.0,687.6,0,22,0,95242,38.128087,-121.4078,22073,1,2853,4,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
2022,0,1,15.73,0,20.9,20.9,0.0,0.0,15.73,0,21,0,95254,38.192608,-120.957842,304,1,5421,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
2023,1,1,33.46,13,72.176,69.4,0.0,0.0,33.46,0,47,0,95301,37.321233,-120.656354,27808,1,2404,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0
2024,0,7,46.79,28,77.896,541.15,0.0,152.0,327.53,0,62,0,95305,37.818589,-120.256995,167,1,5159,3,4,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2025,0,1,46.17,33,72.904,70.1,0.0,0.0,46.17,0,58,0,95322,37.147198,-121.120161,7872,1,2007,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2026,0,12,35.8,28,81.432,909.25,0.0,255.0,429.6,0,34,0,95326,37.5923,-120.853288,6822,1,3545,3,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2027,0,55,47.38,32,100.672,5283.95,0.0,1691.0,2605.9,1,40,0,95329,37.666587,-120.411517,1749,1,4089,5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2028,0,17,21.82,25,98.176,1617.5,0.0,404.0,370.94,0,57,0,95330,37.80821,-121.308401,10834,1,2825,5,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2029,0,1,1.63,65,87.672,84.3,0.0,0.0,1.63,0,27,0,95338,37.526791,-119.99437,10226,1,2172,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
2030,1,1,8.03,0,19.95,19.95,0.0,0.0,8.03,1,52,3,95358,37.612612,-121.108568,30668,1,4860,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
2031,1,23,19.2,8,103.22,2186.4,0.0,175.0,441.6,1,33,0,95364,38.224869,-119.755729,235,1,5338,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2032,0,39,24.45,30,83.668,3201.55,0.0,960.0,953.55,0,39,0,95367,37.734971,-120.954271,16525,1,2224,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
2033,1,9,31.67,65,82.524,661.25,0.0,0.0,285.03,1,30,0,95372,37.990574,-120.261821,1519,1,4533,2,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2034,0,15,42.83,23,82.94,1111.85,0.0,256.0,642.45,0,42,0,95374,37.316807,-120.855753,1960,1,2813,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2035,1,30,39.74,24,104.052,3046.15,0.0,731.0,1192.2,0,64,0,95380,37.474396,-120.875917,40545,1,4664,2,2,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2036,0,1,45.86,30,72.124,69.35,0.0,0.0,45.86,1,64,0,95382,37.529656,-120.854357,24708,1,5796,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2037,0,3,10.6,80,89.232,272.2,0.0,0.0,31.8,0,20,0,95385,37.609095,-121.263381,274,1,5641,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
2038,0,67,42.77,3,82.888,5293.4,0.0,0.0,2865.59,1,49,0,95386,37.669516,-120.626964,8308,1,6289,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0
2039,1,1,43.67,80,83.772,80.55,0.0,0.0,43.67,1,25,0,95403,38.488431,-122.752839,40270,1,4273,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
2040,1,12,40.63,65,87.88,916.9,0.0,0.0,487.56,0,28,0,95405,38.439696,-122.668817,22250,1,4154,8,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
2041,0,22,29.07,57,87.672,1855.65,0.0,0.0,639.54,0,25,0,95409,38.468893,-122.580539,25718,1,5313,2,3,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0
2042,0,2,11.75,4,70.46,116.65,0.0,5.0,23.5,1,58,0,95423,39.07116,-122.598542,3684,1,2299,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2043,0,10,49.7,11,83.252,830.7,0.0,91.0,497.0,0,60,0,95431,38.348884,-122.51699,363,1,3740,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2044,0,1,46.77,0,20.0,20.0,0.0,0.0,46.77,1,30,0,95432,39.108252,-123.645121,383,1,3657,3,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
2045,0,22,3.95,33,50.752,1054.6,0.0,34.8,86.9,0,32,0,95442,38.368744,-122.522642,4101,1,2270,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
2046,1,21,16.67,3,106.912,2110.15,0.0,63.0,350.07,0,52,0,95470,39.298065,-123.25211,5995,1,3123,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2047,0,6,5.16,65,103.948,547.65,0.0,0.0,30.96,0,26,0,95476,38.25485,-122.461799,34314,1,3722,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0
2048,1,72,34.87,9,122.512,8684.8,0.0,0.0,2510.64,1,31,0,95519,40.965011,-124.015255,15921,1,4432,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2049,1,3,43.27,19,82.836,251.75,0.0,48.0,129.81,1,33,0,95537,40.726949,-124.217378,228,1,5036,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2050,0,8,19.49,11,98.488,740.3,0.0,81.0,155.92,1,44,0,95546,41.163637,-123.704841,3041,1,5811,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2051,0,5,3.25,28,96.2,452.7,0.0,127.0,16.25,1,33,0,95553,40.210895,-123.86,867,1,2810,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2052,1,1,28.73,0,19.45,19.45,0.0,0.0,28.73,0,54,2,95554,40.267158,-123.805913,644,1,2865,1,2,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1
2053,0,2,41.37,31,78.572,166.3,0.0,52.0,82.74,0,32,0,95562,40.485849,-124.163234,3284,1,4320,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2054,1,1,38.8,4,72.8,70.0,0.0,0.0,38.8,1,38,0,95564,40.809636,-124.189977,395,1,2485,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2055,1,65,40.47,33,77.792,4820.15,0.0,1591.0,2630.55,1,56,0,95567,41.950683,-124.097094,2020,1,5207,5,3,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0
2056,1,33,11.32,13,108.576,3409.6,0.0,443.0,373.56,0,46,0,95570,41.162295,-124.027381,2369,1,3185,2,3,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2057,0,15,20.03,65,89.648,1270.2,0.0,826.0,300.45,0,21,0,95595,40.170357,-123.417298,259,1,5829,4,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
2058,1,30,0.0,13,53.248,1561.5,0.0,203.0,0.0,0,57,2,95602,38.99003,-121.114408,18197,1,4568,6,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
2059,0,2,28.02,0,19.5,31.55,0.0,0.0,56.04,0,23,0,95612,38.384648,-121.578701,1417,1,2484,4,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
2060,0,2,38.28,20,77.896,147.15,0.0,29.0,76.56,0,37,0,95618,38.544002,-121.685559,648,1,2078,5,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
2061,0,25,36.24,3,104.26,2387.75,0.0,72.0,906.0,0,59,0,95626,38.734997,-121.463719,6197,1,2195,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2062,0,43,39.37,25,104.0,4211.55,0.0,1053.0,1692.91,1,56,0,95630,38.672638,-121.147403,51855,1,4760,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2063,5,10,43.28,13,103.844,990.9,0.0,0.0,432.8,1,58,0,95632,38.274451,-121.259201,24194,1,4243,1,4,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
2064,0,2,42.89,14,97.968,193.8,0.0,0.0,85.78,0,34,0,95633,38.852544,-120.837669,2536,1,5299,5,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2065,0,69,2.52,26,108.212,7262.0,0.0,1888.0,173.88,1,50,0,95639,38.375325,-121.507935,213,1,4254,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2066,7,22,37.8,16,98.488,1914.9,0.0,0.0,831.6,1,52,0,95642,38.336216,-120.76901,6202,1,5615,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0
2067,0,1,48.31,24,46.228,44.45,0.0,0.0,48.31,0,63,0,95669,38.489273,-120.891614,2220,1,4879,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
2068,0,36,24.66,24,88.296,3067.2,0.0,736.0,887.76,1,46,0,95686,38.157794,-121.520223,1472,1,2455,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2069,0,1,23.16,0,20.25,20.25,0.0,0.0,23.16,1,41,0,95688,38.419088,-122.024568,32564,1,2959,3,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
2070,0,1,4.8,12,77.324,74.35,0.0,0.0,4.8,1,56,0,95690,38.240419,-121.587535,2344,1,5633,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
2071,0,1,47.83,13,64.532,62.05,0.0,0.0,47.83,1,58,0,95692,39.043387,-121.409837,3600,1,2937,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
